PERMIT NUMBER,OWNER NAME,OPERATING NAME,STREET,CITY,STATE,ZIP,COUNTY
CA-W-847,"F. ROWLAND, HM ROWLAND JR, D. ROWLAND, T. MEVES, ET AL",PACHECO RANCH WINERY,5495 REDWOOD HWY,IGNACIO,CA,94947,MARIN
CA-W-16626,DAVID H. MEASE,MOON HILL VINEYARD,275 NICASIO VALLEY RD,NICASIO,CA,94946,MARIN
CA-W-21517,SKYWALKER VINEYARDS LLC,SKYWALKER VINEYARDS,3838 LUCAS VALLEY RD,NICASIO,CA,94946,MARIN
CA-W-20161,TREK WINERY LLC,SAVAGE ESTATE,1026 MACHIN AVE,NOVATO,CA,94947,MARIN
CA-W-15129,"TERREMOTO CELLARS, LLC",TERREMOTO CELLARS,102 HAMILTON DR STE A,NOVATO,CA,94949,MARIN
CA-W-15532,"SARAFORNIA CELLARS, LLC",SAVAGE ESTATE,55 FROSTY LN,NOVATO,CA,94949,MARIN
CA-W-1106,"KALIN CELLARS, INC.",,61 GALLI DR,NOVATO,CA,94949,MARIN
CA-W-21089,"BROOKS NOTE ENTERPRISES, LLC",BROOKS-NOTE WINERY,1026 MACHIN AVE,NOVATO,CA,94947,MARIN
CA-W-2492,D. BRIAN HESLIP,HESLIP FAMILY WINERY,2075 CENTER RD,NOVATO,CA,94947,MARIN
CA-W-22871,DEWEY'S WINES LLC,,1240 HOLM RD STE B,PETALUMA,CA,94954,MARIN
CA-W-2419,HEIDRUN MEADERY,,11925 STATE ROUTE 1,POINT REYES STATION,CA,94956,MARIN
CA-W-22421,ABSENTEE WINERY LLC,ABSENTEE WINERY,14500 POINT REYES PETALUMA RD MILKING BARN,POINT REYES STATION,CA,94956,MARIN
CA-W-2269,STEPHEN D. DOUGHTY & SHARON M. DOUGHTY,POINT REYES VINEYARDS,12800 HIGHWAY 1,POINT REYES STATION,CA,94956,MARIN
CA-W-16035,BOB GLASS,BOB GLASS WINES,63 OAK KNOLL DR,SAN ANSELMO,CA,94960,MARIN
CA-W-2982,"ROSS VALLEY WINERY, INC.",ROSS VALLEY WINERY,343 SAN ANSELMO AVE,SAN ANSELMO,CA,94960,MARIN
CA-W-20329,JAN LEE,APPLEGARDEN,3875 TOMALES - PETALUMA RD,TOMALES,CA,94971,MARIN
CA-W-1511,JOHN P. GERKEN & COLLEEN K. GERKEN,BUTTERFLY CREEK WINERY,5647 DARRAH RD,MARIPOSA,CA,95338,MARIPOSA
CA-W-2553,SILVER FAMILY VINEYARDS LLC,SILVER FOX VINEYARDS,4683 MORNING STAR LN,MARIPOSA,CA,95338,MARIPOSA
CA-W-17777,MOUNT BULLION VINEYARD LLC,CASTO OAKS,6947 HIGHWAY 49 NORTH,MARIPOSA,CA,95338,MARIPOSA
CA-W-21349,SIERRA CIDER LLC,SIERRA CIDER,5569 MEADOW LN,MARIPOSA,CA,95338,MARIPOSA
CA-W-21654,RAUCH RANCH VINEYARDS AND WINERY,,3398 BEN HUR RD,MARIPOSA,CA,95338,MARIPOSA
CA-W-17411,A. DEAN CARRELL & SUZANNE ARAGO CARRELL,ROMA'S VINEYARD,100001 LONE TREE RIDGE RD,BOONVILLE,CA,95415,MENDOCINO
CA-W-16243,"FOURSIGHT WINES, INC.",,14475 HIGHWAY 128,BOONVILLE,CA,95415,MENDOCINO
CA-W-23186,"VINO PHILO, LLC",,11001 G COUNTY ROAD 151,BOONVILLE,CA,95415,MENDOCINO
CA-W-22649,MARYETTA WINES,,11001 G COUNTY ROAD 151,BOONVILLE,CA,95415,MENDOCINO
CA-W-23185,"LICHEN ESTATE, LLC",,11001 G COUNTY 151 RD,BOONVILLE,CA,95415,MENDOCINO
CA-W-3513,ELKE VINEYARDS LLC,ELKE VINEYARDS,12351 HIGHWAY 128,BOONVILLE,CA,95415,MENDOCINO
CA-W-3235,JASON J. AND MOLLY N. DREW,DREW FAMILY CELLARS,31351 PHILO-GREENWOOD RD,ELK,CA,95432,MENDOCINO
CA-W-2272,"BAXTER WINERY, INC.",PHILIPPE LORRAINE,28000 GREENWOOD RD,ELK,CA,95432,MENDOCINO
CA-W-22668,P BAXTER WINE SERVICES LLC,,28000 GREENWOOD RD,ELK,CA,95432,MENDOCINO
CA-W-23173,"WENTWORTH VINEYARD AND RANCH, LLC",WENTWORTH VINEYARD AND RANCH,31351 PHILO GREENWOOD RD,ELK,CA,95432,MENDOCINO
CA-W-2529,"PACIFIC STAR, LLC",,33000 N HIGHWAY 1,FORT BRAGG,CA,95437,MENDOCINO
CA-W-20195,"CAMPOVIDA WINES, LLC",CAMPOVIDA,13601 OLD RIVER RD,HOPLAND,CA,95449,MENDOCINO
CA-W-3124,"SARACINA VINEYARDS, LLC",SARACINA VINEYARDS,11684 HIGHWAY 101,HOPLAND,CA,95449,MENDOCINO
CA-W-15142,GOLDEN CELLARS LLC,,14251 OLD RIVER RD,HOPLAND,CA,95449,MENDOCINO
CA-W-2722,"MILDARA BLASS, INC.",WINDSOR VINEYARDS,13300 BUCKMAN DR,HOPLAND,CA,95449,MENDOCINO
CA-W-16755,MARIO MICHAEL ROSATI AND DANELLE STORM ROSATI,ROSATI FAMILY WINERY,11684 S HIGHWAY 101,HOPLAND,CA,95449,MENDOCINO
CA-W-23200,MLJ HOLDINGS LLC,TOPEL WINERY,1850 DUNCAN SPRINGS RD,HOPLAND,CA,95449,MENDOCINO
CA-W-17593,"BRUTOCAO CELLARS, BRUTOCAO FAMILY ENTERPRISES, LLC, GP, BRUTOCAO MANAGEMENT, LLC, GP",,1400 HIGHWAY 175,HOPLAND,CA,95449,MENDOCINO
CA-W-1586,FETZER VINEYARDS,,12625 OLD RIVER RD,HOPLAND,CA,95449,MENDOCINO
CA-W-16043,"OLIVINO, INC.",OLIVINO,14200 MOUNTAIN HOUSE RD STE B,HOPLAND,CA,95449,MENDOCINO
CA-W-22673,"VINTAGE WINE ESTATES, INC.",CAMERON HUGHES WINE,13300 BUCKMAN DR,HOPLAND,CA,95449,MENDOCINO
CA-W-23235,"HERITANCE VINTNERS, LLC",SARACINA VINEYARDS,11684 HIGHWAY 101,HOPLAND,CA,95449,MENDOCINO
CA-W-23286,W.J. DEUTSCH & SONS LTD.,,13300 BUCKMAN DR,HOPLAND,CA,95449,MENDOCINO
CA-W-16703,"STONECUSHION, INC.",JEPSON VINEYARD,10400 S HIGHWAY 101,HOPLAND,CA,95449,MENDOCINO
CA-W-16534,"DARK HORSE WINES, LLC",,14100 MOUNTAIN HOUSE RD,HOPLAND,CA,95449,MENDOCINO
CA-W-17072,"PELU PARTNERS, LLC",ROUTE 128 WINERY,22130 MOUNTAIN HOUSE RD,HOPLAND,CA,95449,MENDOCINO
CA-W-3108,"STARR MILANO, INC.",MILANO WINERY,14594 S HIGHWAY 101,HOPLAND,CA,95449,MENDOCINO
CA-W-21622,DUCKHORN WINE COMPANY,WATERFOWL WINE COMPANY,14100 MOUNTAIN HOUSE RD,HOPLAND,CA,95449,MENDOCINO
CA-W-16362,"GROVE ACQUISITION, LLC",RAY'S STATION,13300 BUCKMAN DR,HOPLAND,CA,95449,MENDOCINO
CA-W-17059,"BERNARD LAWRENCE WINES, GENERAL PARTNERS: BERNARD A. ORSI AND LAW",ORSI PAPALE ESTATE WINES,NOT PROVIDED,HOPLAND,CA,95449,MENDOCINO
CA-W-16340,SIEGRUND P C YEILDING & WILLOW ATHENE LALAND-YIELDING,,67442 BELL SPRINGS RD,LAYTONVILLE,CA,95454,MENDOCINO
CA-W-16617,"BEWLEY-MOTLUK FAMILY LIMITED PARTNERSHIP, ROSS STUART BEWLEY, GENERAL PARTNER",BEWLEY-MOTLUK FAMILY,2000 BAUER RD,LAYTONVILLE,CA,95454,MENDOCINO
CA-W-17557,OLD ROAD PRODUCERS LLC,BERGIN-SIPILA VINEYARDS,59861 BELL SPRINGS RD,LAYTONVILLE,CA,95454,MENDOCINO
CA-W-21645,"LULA CELLARS, LLC",LULA CELLARS,2800 GUNTLEY RD,MENDOCINO,CA,95460,MENDOCINO
CA-W-17607,"BALO VINEYARDS, LLC",BALO VINEYARDS,9001 HIGHWAY 128,PHILO,CA,95466,MENDOCINO
CA-W-16760,DUCKHORN WINE COMPANY,GOLDENEYE-GC,7201 HIGHWAY 128,PHILO,CA,95466,MENDOCINO
CA-W-16753,"JACKSON FAMILY WINES, INC.",,5500 HIGHWAY 128,PHILO,CA,95466,MENDOCINO
CA-W-2918,"ESTERLINA VINEYARDS & WINERY, LLC",ESTERLINA VINEYARDS & WINERY,1200 HOLMES RANCH RD,PHILO,CA,95466,MENDOCINO
CA-W-2731,"PANTHEA, LLC.",PANTHEA WINERY & VINEYARD,3400 CHARDONNAY LN,PHILO,CA,95466,MENDOCINO
CA-W-21551,VAN WILLIAMSON,WITCHING STICK WINES,9001 NW HIGHWAY 128,PHILO,CA,95466,MENDOCINO
CA-W-1429,"ROEDERER ESTATE, INC.",,4501 HIGHWAY 128,PHILO,CA,95466,MENDOCINO
CA-W-23095,"THOMAS T. THOMAS VINEYARDS, LLC",THOMAS T. THOMAS VINEYARDS,7581 HIGHWAY 128,PHILO,CA,95466,MENDOCINO
CA-W-16505,"FERRARI-CARANO VINEYARDS AND WINERY, LLC",LAZY CREEK VINEYARDS,4741 HIGHWAY 128,PHILO,CA,95466,MENDOCINO
CA-W-3043,FRED R. BUONANNO & HEATHER A. MCKELVEY,PHILO RIDGE VINEYARDS,27700 NASH MILL RD,PHILO,CA,95466,MENDOCINO
CA-W-16545,DUCKHORN WINE COMPANY,GOLDENEYE,9200 HIGHWAY 128,PHILO,CA,95466,MENDOCINO
CA-W-22882,"SMITH STORY WINE CELLARS, LLC",SMITH STORY WINE CELLARS,9001 HIGHWAY 128,PHILO,CA,95466,MENDOCINO
CA-W-15247,"STANDISH WINE COMPANY, LLC",,5101 HWY. 128,PHILO,CA,95466,MENDOCINO
CA-W-17611,"BRUTOCAO CELLARS, BRUTOCAO FAMILY ENTERPRISES, LLC, GP, BRUTOCAO MANAGEMENT, LLC, GP",,7000 HWY 128,PHILO,CA,95466,MENDOCINO
CA-W-23240,"PHILLIPS HILL WINERY, LLC",PHILLIPS HILL WINERY,25690 PHILO GREENWOOD RD,PHILO,CA,95466,MENDOCINO
CA-W-1180,"HUSCH VINEYARDS, INC.",,4400 HIGHWAY 128,PHILO,CA,95466,MENDOCINO
CA-W-3280,OAK ARBOR WINERY,,8001 HIGHWAY 128,PHILO,CA,95466,MENDOCINO
CA-W-15982,NAVARRO VINEYARDS LLC,NAVARRO WINERY,5601 HIGHWAY 128,PHILO,CA,95466,MENDOCINO
CA-W-17503,CYNTHIA L. PAULSON & DEBORAH E. SCHATZLEIN,BINK WINES,9001 HWY 128,PHILO,CA,95466,MENDOCINO
CA-W-21733,CALIFORNIA CIDER HOUSE LLC,,6400 HIGHWAY 128,PHILO,CA,95403,MENDOCINO
CA-W-1711,BOWAR INC.,CLAUDIA SPRINGS WINERY,2160 GUNTLEY RD,PHILO,CA,95466,MENDOCINO
CA-W-21235,SIGNAL RIDGE VINEYARDS LLC,SIGNAL RIDGE VINEYARD,9001 HIGHWAY 128,PHILO,CA,95466,MENDOCINO
CA-W-17427,"HANDLEY CELLARS LIMITED PARTNERSHIP, HC GP INC., GENERAL PARTNER",HANDLEY CELLARS,3151 HIGHWAY 128,PHILO,CA,95466,MENDOCINO
CA-W-15753,DANIEL F. DOOLING AND VICKI L. DOOLING,MAKAI WINERY,33525 MOUNTAIN VIEW RD,POINT ARENA,CA,95468,MENDOCINO
CA-W-17577,MARY JENNIFER WILSON-SCOTT & JIM SCOTT,NAUGHTY BOY VINEYARDS,10000 GIBSON LN,POTTER VALLEY,CA,95469,MENDOCINO
CA-W-3603,"NINA FIELDS VINEYARDS & WINERY, INC",NINA FIELD VINEYARDS & WINERY,11351 BURRIS LN,POTTER VALLEY,CA,95469,MENDOCINO
CA-W-15211,MICHAEL JOHN GIRARD,MANOIR GIRARD CELLARS,12601 EEL RIVER RD,POTTER VALLEY,CA,95469,MENDOCINO
CA-W-15921,EUGENE JOSEPH MCGUINNESS MCFADDEN,MCFADDEN VINEYARD,16000 POWERHOUSE RD,POTTER VALLEY,CA,95469,MENDOCINO
CA-W-23271,"KIMMEL AND KIMMEL, LLC",KIMMEL AND KIMMEL,12300 HAWN CREEK RD,POTTER VALLEY,CA,95469,MENDOCINO
CA-W-1839,WILLIAM C. PAULI,PAULI RANCH,12507 HAWN CREEK RD,POTTER VALLEY,CA,95469,MENDOCINO
CA-W-963,"FREY VINEYARDS, LTD.",,14000 TOMKI RD,REDWOOD VALLEY,CA,95470,MENDOCINO
CA-W-1645,GREGORY EDWARD GRAZIANO,DOMAINE ST. GREGORY,1170 BEL ARBRES DR,REDWOOD VALLEY,CA,95470,MENDOCINO
CA-W-3353,"TOMKI VINEYARDS, LLC",TOMKI VINEYARDS,13501 TOMKI RD,REDWOOD VALLEY,CA,95470,MENDOCINO
CA-W-2193,"REDWOOD VALLEY CELLARS, L.P.",REDWOOD VALLEY CELLARS,7051 N STATE ST,REDWOOD VALLEY,CA,95470,MENDOCINO
CA-W-16422,MASUT WINE COMPANY LLC,MASUT WINE COMPANY,301 REEVES CANYON RD,REDWOOD VALLEY,CA,95470,MENDOCINO
CA-W-3477,WILLIAM MARION NEESE & WILLIAM EDWARD NEESE,NEESE VINEYARDS,401 E SCHOOL WAY,REDWOOD VALLEY,CA,95470,MENDOCINO
CA-W-17293,HEIRLOOM WINE GROUP LLC,HEIRLOOM WINE GROUP,7301 N STATE ST,REDWOOD VALLEY,CA,95470,MENDOCINO
CA-W-2026,YORKVILLE CELLARS,,1170 BEL ARBRES DR,REDWOOD VALLEY,CA,95470,MENDOCINO
CA-W-17464,WESTFORK CELLARS LLC,WESTFORK CELLARS,10250 EAST RD,REDWOOD VALLEY,CA,95470,MENDOCINO
CA-W-2508,CHARLES L. BARRA & MARTHA E. BARRA,BARRA OF MENDOCINO,10801 EAST RD,REDWOOD VALLEY,CA,95470,MENDOCINO
CA-W-21725,"LOLONIS FAMILY VINEYARDS & WINERY, INC.",,1905 ROAD D,REDWOOD VALLEY,CA,95470,MENDOCINO
CA-W-22339,EDWARD LOVAAS & JULIA KELLER,BLUE FOX CELLARS,1170 BEL ARBRES DR,REDWOOD VALLEY,CA,95470,MENDOCINO
CA-W-17620,BROWN FAMILY WINES INC.,,1106 BEL ARBRES DR,REDWOOD VALLEY,CA,95470,MENDOCINO
CA-W-1041,RUSSELL M. AND ANN C. NYBORG,WHALER VINEYARDS,6201 OLD RIVER RD,UKIAH,CA,95482,MENDOCINO
CA-W-2348,"CONSTELLATION BRANDS U.S. OPERATIONS, INC.",,2399 N STATE ST,UKIAH,CA,95482,MENDOCINO
CA-W-17671,NADIEM HANNA KHOURY,ELKFIELD VINEYARDS,7801 HIGHWAY 20,UKIAH,CA,95482,MENDOCINO
CA-W-16466,"M. DRAXTON, INC.",DRAXTON WINES,2350 MCNAB RANCH RD,UKIAH,CA,95482,MENDOCINO
CA-W-3595,"MENDOCINO BREWING COMPANY, INC.",,1601 AIRPORT RD,UKIAH,CA,95482,MENDOCINO
CA-W-15927,"SLJ GROUP, INC.",LIONSTONE INTERNATIONAL,2350 MCNAB RANCH,UKIAH,CA,95482,MENDOCINO
CA-W-2732,"MERLO RANCH, L.P.",LAGO DI MERLO,2350 MCNAB RANCH RD,UKIAH,CA,95482,MENDOCINO
CA-W-17721,"LUSCIOUS WINES, INC.",,2350 MCNAB RANCH RD,UKIAH,CA,95482,MENDOCINO
CA-W-2402,"W.G. BEST WEINKELLEREI, INC.",MONTESQUIEU,2350 MCNAB RANCH RD,UKIAH,CA,95482,MENDOCINO
CA-W-16098,"YOKAYO WINE COMPANY, INC.",YOKAYO WINE COMPANY,301 W LAKE MENDOCINO DR,UKIAH,CA,95482,MENDOCINO
CA-W-17304,TRE BELLI LLC,TRE BELLI,501 PARDUCCI RD,UKIAH,CA,95482,MENDOCINO
CA-W-23039,MAHALA WINES LLC,,160 PARDUCCI RD,UKIAH,CA,95482,MENDOCINO
CA-W-2710,"MICHAEL MERCIER WINERY, LTD",MICHAEL MERCIER WINERY,4921 OLD RIVER RD,UKIAH,CA,95482,MENDOCINO
CA-W-16394,"PINK SANDS, INC.",RIVINO WINERY,4101 COX-SCHRADER RD,UKIAH,CA,95482,MENDOCINO
CA-W-16836,KNEZ WINERY CORP,KNEZ WINERY,1001 NELSON RANCH RD,UKIAH,CA,95482,MENDOCINO
CA-W-22695,SAMANTHA AND RACHEL RUDDICK,,1001 NELSON RANCH RD,UKIAH,CA,95482,MENDOCINO
CA-W-23097,"RHYS VINEYARDS, LLC",,1265 MASONITE RD,UKIAH,CA,95482,MENDOCINO
CA-W-1981,"HUSCH VINEYARDS, INC.",,2401 OLD RIVER RD,UKIAH,CA,95482,MENDOCINO
CA-W-21371,"TRINITY VALLEY VINEYARDS, LLC",SUN VALLEY VINEYARDS,1001 NELSON RANCH RD,UKIAH,CA,95482,MENDOCINO
CA-W-22520,"FLAGSHIP BRANDS, INC.",FLAGSHIP BRANDS,2350 MCNAB RANCH RD,UKIAH,CA,95482,MENDOCINO
CA-W-2729,"MCNAB RIDGE WINERY, LLC",MCNAB RIDGE WINERY,2350 MCNAB RANCH RD,UKIAH,CA,95482,MENDOCINO
CA-W-17124,"TESTA VINEYARDS, LLC",TESTA VINEYARDS,6400 N STATE ST,UKIAH,CA,95482,MENDOCINO
CA-W-21866,BENISON VINEYARDS & WINERY,,2350 MCNAB RANCH RD,UKIAH,CA,95482,MENDOCINO
CA-W-23261,NYBORG WINE COMPANY LLC,,6201 OLD RIVER RD,UKIAH,CA,95482,MENDOCINO
CA-W-21991,ROBERTS' & ROGER'S LLC,ROBERTS AND ROGERS,2350 MCNAB RANCH RD,UKIAH,CA,95482,MENDOCINO
CA-W-22428,INGER MATTERN,LOST IN THE CELLAR,6201 OLD RIVER RD,UKIAH,CA,95482,MENDOCINO
CA-W-22028,UKIAH WINE CACHE LLC,,160 PARDUCCI RD,UKIAH,CA,95482,MENDOCINO
CA-W-17458,GOLDEN CELLARS LLC,GOLDEN CELLARS,501 PARDUCCI RD,UKIAH,CA,95482,MENDOCINO
CA-W-15116,"MENDOCINO WINE GROUP, LLC",MENDOCINO WINE GROUP,501 PARDUCCI RD,UKIAH,CA,95482,MENDOCINO
CA-W-16919,"AEROVIN, LLC",REGENCY WINE GROUP,2350 MCNAB RANCH RD,UKIAH,CA,95482,MENDOCINO
CA-W-3460,"NELSON AND SONS, INCORPORATED",NELSON FAMILY VINEYARDS,550 NELSON RANCH RD,UKIAH,CA,95482,MENDOCINO
CA-W-17700,LOUIS EDWARD BOCK,CHANCE CREEK VINEYARDS,501 PARDUCCI RD,UKIAH,CA,95482,MENDOCINO
CA-W-21245,"VIA PACIFICA US, INC.",ET CETERA WINE COMPANY,2350 MCNAB RANCH RD,UKIAH,CA,95482,MENDOCINO
CA-W-21214,"SIMAINE CELLARS, LLC",SIMAINE CELLARS,3001 S STATE ST STE 42,UKIAH,CA,95482,MENDOCINO
CA-W-3316,HOLLIS RAE HARMAN & ERIC BERNARD LEVIN,LE VIN WINERY & VINEYARDS,33151 HIGHWAY 128,YORKVILLE,CA,95494,MENDOCINO
CA-W-15302,"MARIETTA CELLARS, INCORPORATED",MARIETTA CELLARS,30010 HIGHWAY 128,YORKVILLE,CA,95494,MENDOCINO
CA-W-17730,"MAPLE CREEK PARTNERS, LLC",,20799 HIGHWAY 128,YORKVILLE,CA,95494,MENDOCINO
CA-W-15158,"MEYER CELLARS, LLC",MEYER CELLARS,19750 HIGHWAY 128,YORKVILLE,CA,95494,MENDOCINO
CA-W-2677,"MEYER FAMILY PORT, LLC",MEYER FAMILY CELLARS,19750 HIGHWAY 128,YORKVILLE,CA,95494,MENDOCINO
CA-W-21570,"JUDSON HALE WINERY, INC.",,22000 HULBERT RD,YORKVILLE,CA,95494,MENDOCINO
CA-W-22024,"METTLER WINES, LLC",METTLER FAMILY VINEYARDS,2350 MCNAB RANCH RD,UKIAH,CA,95482,MENDOCINO COUNTY
CA-W-22025,DESIREA L MONAHAN,LE GRAND BERRY FARMS,9545 MARIPOSA WAY,LE GRAND,CA,95333,MERCED
CA-W-565,E. & J. GALLO WINERY,LERAXA WINERY,18000 RIVER RD,LIVINGSTON,CA,95334,MERCED
CA-W-15858,ARLAN THOMAS,,NOT PROVIDED,MERCED,CA,95340,MERCED
CA-W-17687,JOHN J STRINGER,STRINGER'S ORCHARD,60090 HWY 395,NEW PINE CREEK,CA,97635,MODOC
CA-W-22012,BLOODY POINT WINERY LLC,BLOODY POINT VINEYARD AND WINERY,7624 N COUNTY RD 114,TULELAKE,CA,96134,MODOC
CA-W-3398,MINTON & MANISSE NEWELL TRUSTEE NEWELL FAMILY TRT (COMMENTS),NEWELL VINEYARDS,51210 BRADLEY-LOCKWOOD RD,BRADLEY,CA,93426,MONTEREY
CA-W-22352,CULT OF 8,FOLKTALE,8940 CARMEL VALLEY RD,CARMEL,CA,93923,MONTEREY
CA-W-2041,MONTEREY WINE AND PRODUCE CORPORATION,A TASTE OF MONTEREY,20300 CACHAGUA RD,CARMEL VALLEY,CA,93924,MONTEREY
CA-W-16770,"PRIVATE CAPITAL STRATEGIES, INC.",SECRET GARDEN CELLARS,26365 JEANETTE RD,CARMEL VALLEY,CA,93924,MONTEREY
CA-W-3264,ALHONA VINEYARDS LLC,ALHONA VINEYARDS,19356 CACHAGUA RD,CARMEL VALLEY,CA,93924,MONTEREY
CA-W-16556,RAYMOND V. SMITH,INDIGENE CELLARS,18181 CACHAGUA RD,CARMEL VALLEY,CA,93924,MONTEREY
CA-W-3070,WILLIAM J. AND JANA G. SAUNDERS,BOETE WINERY,67 E CARMEL VALLEY RD,CARMEL VALLEY,CA,93924,MONTEREY
CA-W-22968,"MASSA'S PAVO REAL CELLARS, LLC",MASSA ESTATE,18820 CACHAGUA RD,CARMEL VALLEY,CA,93924,MONTEREY
CA-W-17292,"HOLMAN RANCH, LLC",HOLMAN RANCH,60 HOLMAN RD,CARMEL VALLEY,CA,93924,MONTEREY
CA-W-15784,SALVATORE F. ROMBI,SALVATORE ROMBI WINERY,26 TRAMPA CANYON,CARMEL VALLEY,CA,93924,MONTEREY
CA-W-15796,"RANCHO SIN FRENOS, LLC",RANCHO SIN FRENOS,33757 CARMEL VALLEY RD,CARMEL VALLEY,CA,93924,MONTEREY
CA-W-2974,BERNARDUS LLC,BERNARDUS,21810 PARROTT RANCH RD,CARMEL VALLEY,CA,93924,MONTEREY
CA-W-23114,"R. DEBAUCHE WINERY, LLC",,37509 TASSAJARA RD,CARMEL VALLEY,CA,93924,MONTEREY
CA-W-23160,"SWIRLING HAWK VINEYARDS, LLC",,11721 HIDDEN VALLEY RD,CARMEL VALLEY,CA,93924,MONTEREY
CA-W-17011,"CARACCIOLI CELLARS, INC.",CARACCIOLI CELLARS,18181 CACHAGUA RD,CARMEL VALLEY,CA,93924,MONTEREY
CA-W-2049,"GALANTE FAMILY WINERY, INC.",,18181 CACHAGUA RD,CARMEL VALLEY,CA,93924,MONTEREY
CA-W-3626,"CMR, LLC",CMR WINERY,37509 TASSAJARA RD,CARMEL VALLEY,CA,93924,MONTEREY
CA-W-22208,HAMMLER WINE CORP.,JOULLIAN VINEYARDS,20300 CACHAGUA RD,CARMEL VALLEY,CA,93924,MONTEREY
CA-W-3067,LYNN J. SAKASEGAWA & PAUL J. STOKES,CARMEL HILLS WINERY,11700 CAMINO ESCONDIDO,CARMEL VALLEY,CA,93924,MONTEREY
CA-W-21161,"COWGIRL WINERY, LLC",COWGIRL WINERY,18201 CACHAGUA RD,CARMEL VALLEY,CA,93924,MONTEREY
CA-W-17738,DRENCH LLC,DRENCH,60 HOLMAN RD,CARMEL VALLEY,CA,93924,MONTEREY
CA-W-21182,"CARMELO VINEYARDS, LLC",,124 E CARMEL VALLEY RD,CARMEL VALLEY,CA,93924,MONTEREY
CA-W-20218,DAWN'S DREAM LLC,DAWN'S DREAM,18181 CACHAGUA RD,CARMEL VALLEY,CA,93924,MONTEREY
CA-W-15423,"GARY FRANSCIONI, INC.",ROAR WINES,11005 COMMERCIAL PKWY,CASTROVILLE,CA,95012,MONTEREY
CA-W-21315,SCOTT SHAPLEY AND LAURA HOOVER,FLYWHEEL WINES,11005 COMMERCIAL PKWY,CASTROVILLE,CA,95012,MONTEREY
CA-W-15514,"CONSTELLATION BRANDS U.S. OPERATIONS, INC.",,800 S ALTA ST,GONZALES,CA,93926,MONTEREY
CA-W-17511,"TUDOR WINES, INC.",TUDOR WINES,32720 RIVER RD,GONZALES,CA,93926,MONTEREY
CA-W-17667,RF WINES LLC,RAY FRANSCIONI,32720 RIVER RD,GONZALES,CA,93926,MONTEREY
CA-W-15497,DAN H. & KATHLEEN L. KARLSEN,CHOCK ROCK VINEYARD,42875 E CARMEL VALLEY RD,GREENFIELD,CA,93927,MONTEREY
CA-W-15319,SCHEID VINEYARDS CALIFORNIA INC.,SCHEID WINERY,1972 HOBSON AVE,GREENFIELD,CA,93927,MONTEREY
CA-W-16936,ROBERT & BARBARA MADSEN,SYCAMORE CELLARS,45185 ARROYO SECO RD,GREENFIELD,CA,93927,MONTEREY
CA-W-20150,"SHALE CANYON WINERY, LLC",SHALE CANYON WINES,32930 SYCAMORE FLAT RD,GREENFIELD,CA,93927,MONTEREY
CA-W-16188,MESA DEL SOL WINE CELLAR INC.,MESA DEL SOL VINEYARDS,45803 ARROYO SECO RD,GREENFIELD,CA,93927,MONTEREY
CA-W-15969,WENTE BROS.,,37995 W ELM AVE,GREENFIELD,CA,93927,MONTEREY
CA-W-22135,"AGAJANIAN, INC.",AGAJANIAN VINEYARDS AND WINE COMPANY,1972 HOBSON AVE,GREENFIELD,CA,93927,MONTEREY
CA-W-21316,J. LOHR WINERY CORPORATION,,39502 CYPRESS AVE,GREENFIELD,CA,93927,MONTEREY
CA-W-16892,"FILINI WINE COMPANY, LLC",FILINI WINE GROWERS,1010 INDUSTRIAL WAY,KING CITY,CA,93930,MONTEREY
CA-W-16754,"STUDER ENTERPRISES, INC.",,1010 INDUSTRIAL WAY,KING CITY,CA,93930,MONTEREY
CA-W-17645,"ARPENT, LLC",BIRICHINO,1010 INDUSTRIAL WAY,KING CITY,CA,93930,MONTEREY
CA-W-22225,"AMERICAN VINTNERS, LLC",AMERICAN VINTNERS,1010 INDUSTRIAL WAY,KING CITY,CA,93930,MONTEREY
CA-W-22251,ELEVATE BEVERAGE INC.,,1010 INDUSTRIAL WAY,KING CITY,CA,93930,MONTEREY
CA-W-1924,DELICATO VINEYARDS,DELICATO MONTEREY,51955 OASIS RD,KING CITY,CA,93930,MONTEREY
CA-W-21191,"ROSE BROS. WINERY, LLC.",,1010 INDUSTRIAL WAY,KING CITY,CA,93940,MONTEREY
CA-W-21613,"BONNY DOON WINERY, INC.",,1010 INDUSTRIAL WAY,KING CITY,CA,93930,MONTEREY
CA-W-17498,J. A. SILVA,,1010 INDUSTRIAL WAY,KING CITY,CA,93930,MONTEREY
CA-W-21192,WOMEN OF THE VINE LLC,WOMEN OF THE VINE SELECTIONS,1010 INDUSTRIAL WAY,KING CITY,CA,93930,MONTEREY
CA-W-3222,"MONTEREY WINE COMPANY, LLC",,1010 INDUSTRIAL WAY,KING CITY,CA,93930,MONTEREY
CA-W-17716,"PLATA WINE PARTNERS, LLC",,1010 INDUSTRIAL WAY,KING CITY,CA,93930,MONTEREY
CA-W-17343,"PIERCE RANCH VINEYARDS, LLC",PIERCE RANCH VINEYARDS,53523 BRADLEY LOCKWOOD RD,LOCKWOOD,CA,93932,MONTEREY
CA-W-21649,PATRICK D OAKES & WANDA E OAKES,G. AMANI VINEYARD,50105 ADOBE PL,LOCKWOOD,CA,93447,MONTEREY
