,Unnamed: 0,Unnamed: 0.1,address,business type,city,lat,long,names,number of yelp reviews,yelp rating,zip
808,808,808.0,1111 White Ln,Wineries,Saint Helena,38.48901,-122.44811,Terra Valentine Winery,3514.0,4.0,94574.0
809,809,809.0,4038 Big Ranch Rd,Wineries,Napa,38.35606948287929,-122.30843067169201,V. Sattui Winery,116.0,4.5,94558.0
810,810,810.0,1240 Duhig Rd,Wineries,Napa,38.254698,-122.356973,Robert Biale Vineyards,1983.0,4.0,94559.0
811,811,811.0,5014 Silverado Trl,Wineries,Napa,38.37071513224139,-122.298978236493,Domaine Carneros,111.0,4.5,94558.0
812,812,812.0,315 5th St,French,San Francisco,37.7800134026795,-122.40296537301901,James Cole Winery,213.0,4.0,94107.0
813,813,813.0,6121 Silverado Trl,Wineries,Napa,38.412273,-122.336858,Mathilde French Bistro,292.0,4.0,94558.0
814,814,814.0,1450 1st St,Hotels,Napa,38.2974348,-122.2892761,Silverado Vineyards,549.0,4.0,94559.0
815,815,815.0,3468 Silverado Trl,Wineries,Saint Helena,38.400329,-122.33066399999998,Andaz Napa-a concept by Hyatt,11.0,5.0,94574.0
816,816,816.0,3104 Redwood Rd,Wineries,Napa,38.32168,-122.34481,Realm Cellars,623.0,5.0,94558.0
817,817,817.0,875 Bordeaux Way,Hotels,Napa,38.246146,-122.273986,Hendry Vineyard and Winery,909.0,3.5,94558.0
818,818,818.0,8170 S Highway 29,Wineries,Lower Lake,38.925948,-122.717684,The Meritage Resort and Spa,17.0,4.0,95457.0
819,819,819.0,200 Taplin Rd,Wineries,Saint Helena,38.507235,-122.4309231,Thorn Hill Vineyards Tasting Room,296.0,4.5,94574.0
820,820,820.0,3104 Redwood Rd,Wineries,Napa,38.32168,-122.34481,Joseph Phelps Vineyards,623.0,5.0,94558.0
821,821,821.0,6525 Washington St,"Beer, Wine & Spirits",Yountville,38.401886,-122.362205,Hendry Vineyard and Winery,40.0,4.0,94599.0
822,822,822.0,1021 McKinstry,Event Planning & Services,Napa,38.30104,-122.28218,V Wine Cellar,2.0,3.0,94559.0
823,823,823.0,2180B Lee Rd,Wine Tasting Room,Cleveland Heights,41.50024000000001,-81.56576,Toolbox,58.0,4.5,44118.0
824,824,824.0,288 Beach St,Wine Tours,San Francisco,37.8076594,-122.4136916,CLE Urban Winery,121.0,3.5,94133.0
825,825,825.0,974 Franklin St,Wineries,Napa,38.29745,-122.28838,Tower Tours,86.0,4.5,94559.0
826,826,826.0,1160 Oak Knoll Ave,Wineries,Napa,38.35623742236329,-122.32299104997801,Trahan Winery,310.0,4.0,94558.0
827,827,827.0,850 Bordeaux Way,Wineries,Napa,38.2471,-122.274639,Trefethen Family Vineyards,182.0,4.5,94558.0
828,828,828.0,661 Main St,Wine Tasting Room,Saint Helena,38.49958,-122.46335,Trinitas Cellars,5.0,3.5,94574.0
829,829,829.0,10701 Westside Rd,Wine Tours,Healdsburg,38.507296,-122.897356,Trujillo Wines,171.0,4.0,95448.0
830,830,830.0,100 Calistoga Rd,Coffee & Tea,Santa Rosa,38.465664,-122.651649,Gary Farrell Vineyards & Winery,2.0,3.0,95409.0
831,831,831.0,1715 Union St,Italian,San Francisco,37.797843933105504,-122.427597045898,Starbucks,391.0,4.0,94123.0
832,832,832.0,45 Enterprise Ct,Wineries,Napa,38.26033020000001,-122.2742081,Pane E Vino,9.0,5.0,94558.0
833,833,833.0,8555 Sonoma Hwy,Wineries,Kenwood,38.42786539084929,-122.54698766723301,The Wine Foundry,481.0,4.0,95452.0
834,834,834.0,2058 E 4th St,Wine Bars,Cleveland,41.49883,-81.69035,Chateau St Jean,1052.0,4.0,44115.0
835,835,835.0,1245 Main St,Wine Tasting Room,Napa,38.30109,-122.28725,Lola,133.0,4.5,94559.0
836,836,836.0,2275 Soda Canyon Rd,Wineries,Napa,38.401433,-122.30133,Vintner's Collective,10.0,4.5,94558.0
837,837,837.0,1075 Atlas Peak Rd,Wineries,Napa,38.3393115,-122.2623851,The Caves at Soda Canyon,75.0,4.5,94558.0
838,838,838.0,5901 Silverado Trl,Wineries,Napa,38.4047399,-122.33277,Whetstone Wine Cellars,285.0,4.5,94558.0
839,839,839.0,90 Natoma St,Cocktail Bars,San Francisco,37.78760820000001,-122.3986025,Pine Ridge Vineyards,198.0,4.0,94105.0
840,840,840.0,1426 Coombsville Rd,Wineries,Napa,38.2979965209961,-122.25869750976601,Natoma Cabana,13.0,5.0,94558.0
841,841,841.0,1160 Oak Knoll Ave,Wineries,Napa,38.35623742236329,-122.32299104997801,Tulocay Winery,310.0,4.0,94558.0
842,842,842.0,4045 St Helena Hwy,Wineries,Calistoga,38.558200187828795,-122.54317760467501,Trefethen Family Vineyards,3560.0,4.0,94515.0
843,843,843.0,5055 Solano Ave,Wineries,Napa,38.353977203369105,-122.335693359375,Castello di Amorosa,131.0,4.5,94558.0
844,844,844.0,15 Chateau Ln,Wineries,Napa,38.30741,-122.24732,Laird Family Estate,3.0,5.0,94558.0
845,845,845.0,2530 Las Amigas Rd,Wineries,Napa,38.23234,-122.33191,Covert Estate,52.0,5.0,94559.0
846,846,846.0,3701 Sacramento St,Wineries,San Francisco,37.7872194,-122.4537226,McKenzie-Mueller Vineyards and Winery,1.0,2.0,94118.0
847,847,847.0,8383 Silverado Trl,Wineries,Napa,38.47578,-122.388641,York Creek Vineyards,160.0,4.0,94558.0
848,848,848.0,4130 Howard Ln,Wineries,Napa,38.34425,-122.32628400000002,ZD Wines,102.0,4.0,94558.0
849,849,849.0,7830-40 St Helena Hwy,Wineries,Oakville,38.4363635,-122.4023528,Ashes & Diamonds,39.0,4.5,94562.0
850,850,850.0,,Wineries,Saint Helena,38.50547409057621,-122.47241973877001,Napa Wine Company,1.0,5.0,94574.0
851,851,851.0,1330 Oak Knoll Ave,Wineries,Napa,38.3606279211163,-122.31809463568399,Bevan Cellars,5.0,4.5,94558.0
852,852,852.0,7801 Saint Helena Hwy,Wineries,Oakville,38.441422,-122.409546,Blackbird Vineyards,1001.0,4.0,94562.0
853,853,853.0,1350 Acacia Dr,Wineries,Oakville,38.4240773,-122.402102,Robert Mondavi Winery,1.0,5.0,94562.0
854,854,854.0,1430 Mt. Diablo Blvd,Italian,Walnut Creek,37.8978847672152,-122.05902347146099,Dolce Winery,815.0,3.0,94596.0
855,855,855.0,1350 Acacia Dr,Wineries,Oakville,38.424479,-122.404132,Il Fornaio,141.0,4.5,94562.0
856,856,856.0,8300 St Helena Hwy,Wineries,Rutherford,38.447904,-122.409682,Far Niente Winery,725.0,4.0,94573.0
857,857,857.0,,Wineries,Oakville,38.436927795410206,-122.402816772461,Cakebread Cellars,4.0,5.0,94562.0
858,858,858.0,1160 Oak Knoll Ave,Wineries,Napa,38.35623742236329,-122.32299104997801,Harlan Estate,310.0,4.0,94558.0
859,859,859.0,1429 Tubbs Ln,Wineries,Calistoga,38.602532,-122.597735,Trefethen Family Vineyards,518.0,4.0,94515.0
860,860,860.0,Hwy 29 And Oakville Crossroad,Wineries,Napa,38.436786,-122.4027311,Chateau Montelena Winery,2.0,5.0,94588.0
861,861,861.0,7600 St Helena Hwy,Wineries,Oakville,38.428591,-122.390506,Liparita Cellars,45.0,4.0,94562.0
862,862,862.0,1815 Silverado Trl,Hotels,Napa,38.31502,-122.27639,Cardinale Winery,117.0,4.5,94558.0
863,863,863.0,1575 Oakville Grade,Wineries,Oakville,38.416192,-122.412366,Milliken Creek Inn & Spa,4.0,5.0,94562.0
864,864,864.0,6525 Washington St,Hot Air Balloons,Yountville,38.401901,-122.36229,Futo Wines,251.0,5.0,94599.0
865,865,865.0,7850 Silverado Trl,Wineries,Oakville,38.462719,-122.371093,Napa Valley Aloft Balloon Rides,225.0,4.0,94562.0
866,866,866.0,738 Main St,American (Traditional),Saint Helena,38.5012025558297,-122.463704122347,Miner Family Winery,3009.0,4.5,94574.0
867,867,867.0,1960 Saint Helena Hwy,Wineries,Rutherford,38.4593615,-122.423137,Farmstead at Long Meadow Ranch,343.0,4.0,94573.0
868,868,868.0,6528 Yount St,American (New),Yountville,38.4027352,-122.3611324,Beaulieu Vineyard,305.0,4.0,94599.0
869,869,869.0,7802 Money Rd,Wineries,Oakville,38.449385,-122.3885091,Lucy Restaurant and Bar,60.0,4.5,94562.0
870,870,870.0,1277 Dwyer Rd,Wineries,Oakville,38.42056,-122.39378,Saddleback Cellars,51.0,4.5,94562.0
871,871,871.0,7830-40 St Helena Hwy,Wineries,Oakville,38.4363635,-122.4023528,Paradigm Winery,39.0,4.5,94562.0
872,872,872.0,7801 Saint Helena Hwy,Wineries,Oakville,38.441422,-122.409546,Napa Wine Company,1001.0,4.0,94562.0
873,873,873.0,7900 St Helena Hwy,Wineries,Oakville,38.4414391100535,-122.39972029669902,Robert Mondavi Winery,441.0,3.5,94562.0
874,874,874.0,1111 White Ln,Wineries,Saint Helena,38.48901,-122.44811,Opus One Winery,3514.0,4.0,94574.0
875,875,875.0,1277 Dwyer Rd,Wineries,Oakville,38.42056,-122.39378,V. Sattui Winery,51.0,4.5,94562.0
876,876,876.0,500 Oakville Cross Rd,Wineries,Oakville,38.4578819274902,-122.366798400879,Paradigm Winery,17.0,4.0,94562.0
877,877,877.0,,Wineries,Oakville,38.436927795410206,-122.402816772461,Rudd Winery,5.0,4.0,94562.0
878,878,878.0,7300 Hwy 128,Wine Tasting Room,Healdsburg,38.669291,-122.809813,Screaming Eagle Winery,21.0,4.5,95448.0
879,879,879.0,,Wine Tasting Room,Napa,38.32062,-122.298,Silver Oak Cellars,1.0,5.0,94558.0
880,880,880.0,7481 St Helena Hwy,Wineries,Napa,38.421192,-122.390177,Hoopes Family Vineyard,286.0,4.0,94558.0
881,881,881.0,8164 St Helena Hwy,Wineries,Oakville,38.443243,-122.40676299999998,Napa Cellars Tasting Room,118.0,4.5,94558.0
882,882,882.0,68 Paul Dr,Marketing,San Rafael,38.015977,-122.537133,Nickel & Nickel,3.0,3.5,94903.0
883,883,883.0,738 Main St,American (Traditional),Saint Helena,38.5012025558297,-122.463704122347,Aardvark Mascots,3009.0,4.5,94574.0
884,884,884.0,620 Oakville Cross Rd,Wineries,Oakville,38.455434,-122.374111,Farmstead at Long Meadow Ranch,157.0,3.5,94562.0
885,885,885.0,1473 Yountville Cross Rd,Wineries,Yountville,38.42407,-122.344787,PlumpJack Winery,207.0,4.0,94599.0
886,886,886.0,3080 Lower Chiles Valley Rd,"Beer, Wine & Spirits",Saint Helena,38.5344696044922,-122.319053649902,Cliff Lede Vineyards,9.0,4.5,94574.0
887,887,887.0,6613 Pope Valley Rd,Wineries,Pope Valley,38.634012,-122.451578,Volker Eisele Family Estate,29.0,4.5,94567.0
888,888,888.0,1155 Mee Ln,Wineries,Rutherford,38.4700879,-122.429215,Pope Valley Winery,706.0,4.0,94573.0
889,889,889.0,1155 Mee Ln,Wineries,Rutherford,38.4700879,-122.429215,Alpha Omega Winery,706.0,4.0,94573.0
890,890,890.0,305 Brookside Dr,Wineries,Angwin,38.5052429,-122.4703868,Alpha Omega Winery,1.0,5.0,94508.0
891,891,891.0,8350 Saint Helena Hwy,Wine Tasting Room,Rutherford,38.4494019887075,-122.414019236121,Clark-Claudon Vineyards,47.0,4.0,94573.0
892,892,892.0,1178 Galleron Rd,Wine Tasting Room,Saint Helena,38.47498,-122.43205,Foley Johnson Winery,60.0,3.5,94574.0
893,893,893.0,2930 St Helena Hwy N,Wineries,Saint Helena,38.521538,-122.4938832,The Prisoner Wine Company Tasting Lounge,16.0,4.0,94574.0
894,894,894.0,1829 St Helena Hwy,Wineries,Rutherford,38.465419,-122.428989,Revana Family Vineyard,516.0,4.0,94573.0
895,895,895.0,200 Rutherford Hill Rd,Wineries,Rutherford,38.493698,-122.403797,Grgich Hills Estate,325.0,4.0,94573.0
896,896,896.0,214 Healdsburg Ave,French,Healdsburg,38.609292,-122.869978,Rutherford Hill Winery,360.0,3.5,95448.0
897,897,897.0,850 Rutherford Rd,Wineries,Rutherford,38.4727340569224,-122.40692138671899,Mateo's Cocina Latina,320.0,4.5,94573.0
898,898,898.0,1601 Silverado Trl S,Wineries,St. Helena,38.487632751464794,-122.409957885742,Honig Vineyard & Winery,153.0,4.5,94574.0
899,899,899.0,8700 Conn Creek Rd,Wineries,Rutherford,38.4733,-122.39388999999998,Quintessa Vineyard,514.0,4.0,94573.0
900,900,900.0,8466 St Helena Hwy,Wineries,Rutherford,38.4554826,-122.41805259999998,Caymus Vineyards,991.0,4.0,94573.0
901,901,901.0,1673 Saint Helena Hwy S,Wineries,Saint Helena,38.47173400000001,-122.435635,Peju Province Winery,54.0,4.5,94574.0
902,902,902.0,8060 Silverado Trl,Wineries,Napa,38.467141,-122.377319,Pestoni Family Estate Winery,59.0,4.5,94558.0
903,903,903.0,7801 Saint Helena Hwy,Wineries,Oakville,38.441422,-122.409546,Pina Napa Valley,1001.0,4.0,94562.0
904,904,904.0,8338 St Helena Hwy,Wineries,Rutherford,38.44862066209321,-122.413306385279,Robert Mondavi Winery,290.0,4.5,94573.0
905,905,905.0,8440 St Helena Hwy,Wineries,Rutherford,38.4551318502323,-122.41456055411601,Sequoia Grove Winery,406.0,4.0,94573.0
906,906,906.0,1570 Bella Oaks Ln,Wineries,Napa,38.442506,-122.424445,St. Supery Estate Vineyards & Winery,12.0,4.0,94558.0
907,907,907.0,1271 Manley Ln,Wineries,Rutherford,38.4503844,-122.419108,Staglin Family Vineyard,110.0,4.5,94558.0
908,908,908.0,1090 Galleron Rd,Wine Tasting Room,Rutherford,38.478327,-122.429785,Swanson Vineyards,87.0,4.5,94573.0
909,909,909.0,849 Zinfandel Ln,Wineries,Saint Helena,38.486071,-122.4378119,Sullivan Rutherford Estate,336.0,4.0,94574.0
910,910,910.0,1111 White Ln,Wineries,Saint Helena,38.48901,-122.44811,Raymond Vineyards,3514.0,4.0,94574.0
911,911,911.0,100 Rapp Ln,Wineries,Napa,38.309554,-122.249026,V. Sattui Winery,1.0,5.0,94558.0
912,912,912.0,1099 Greenfield Rd,Wineries,Saint Helena,38.52125930786129,-122.380630493164,Alko Ranch Equestrian Center,33.0,5.0,94574.0
913,913,913.0,1040 Main St,Wineries,Napa,38.299812316894496,-122.28563690185499,Amizetta Vineyards,3.0,4.5,94559.0
914,914,914.0,455 Bella Vista Ct,Wineries,Saint Helena,38.48961,-122.47261,Amuse Bouche Winery,11.0,4.5,94574.0
915,915,915.0,3468 Silverado Trl N,Wineries,Saint Helena,38.54472,-122.48746,Anomaly Vineyards,2.0,5.0,94574.0
916,916,916.0,3200 Monticello Rd,Wineries,Napa,38.354502,-122.204136,Arietta,61.0,4.5,94558.0
917,917,917.0,5225 Solano Ave,Wineries,Napa,38.363672,-122.339213,Kenzo Estate Winery,102.0,4.5,94558.0
918,918,918.0,1010 Big Tree Rd,Wineries,Saint Helena,38.55202,-122.50586,Silenus Winery,86.0,4.5,94574.0
919,919,919.0,3242 Silverado Trl N,Wineries,Saint Helena,38.53904,-122.48756000000002,Benessere Vineyards,4.0,5.0,94574.0
920,920,920.0,1581 Sage Canyon Rd,Wineries,Saint Helena,38.4846353813725,-122.355079650879,Boeschen Vineyards,115.0,4.5,94574.0
921,921,921.0,738 Main St,American (Traditional),Saint Helena,38.5012025558297,-122.463704122347,Chappellet,3009.0,4.5,94574.0
922,922,922.0,3233 Sage Canyon Rd,Wineries,St. Helena,38.503906,-122.274554,Farmstead at Long Meadow Ranch,59.0,4.5,94574.0
923,923,923.0,1581 Sage Canyon Rd,Wineries,Saint Helena,38.4846353813725,-122.355079650879,Brown Estate Vineyards,115.0,4.5,94574.0
924,924,924.0,820 Greenfield Rd,Wineries,Saint Helena,38.511257171630895,-122.38341522216801,Chappellet,38.0,5.0,94574.0
925,925,925.0,2800 Main St,Wineries,St. Helena,38.518755,-122.480955,Buehler Vineyards,203.0,4.5,94574.0
926,926,926.0,4045 St Helena Hwy,Wineries,Calistoga,38.558200187828795,-122.54317760467501,Charles Krug Winery,3560.0,4.0,94515.0
927,927,927.0,3800 Langtry Rd,Wineries,St. Helena,38.498552,-122.538159,Castello di Amorosa,34.0,4.5,94574.0
928,928,928.0,3111 St Helena Hwy N,Wine Tasting Room,Saint Helena,38.52769,-122.50098,Cain Vineyard & Winery,23.0,5.0,94574.0
929,929,929.0,3451 Silverado Trl N,Wineries,St. Helena,38.542137,-122.492561,Brasswood Cellars,61.0,4.0,94574.0
930,930,930.0,1108 Deer Park Rd,Wineries,Deer Park,38.55725,-122.474619,Casa Nuestra,39.0,4.5,94576.0
931,931,931.0,4022 Spring Mountain Rd,Wineries,Saint Helena,38.532238,-122.548971,Burgess Cellars,34.0,4.5,94574.0
932,932,932.0,738 Main St,American (Traditional),Saint Helena,38.5012025558297,-122.463704122347,Smith-Madrone Vineyards,3009.0,4.5,94574.0
933,933,933.0,700 Dowdell Ln,Wineries,Saint Helena,38.50267,-122.45445,Farmstead at Long Meadow Ranch,31.0,5.0,94574.0
934,934,934.0,738 Main St,American (Traditional),Saint Helena,38.5012025558297,-122.463704122347,Crocker & Starr Wines,3009.0,4.5,94574.0
935,935,935.0,4045 St Helena Hwy,Wineries,Calistoga,38.558200187828795,-122.54317760467501,Farmstead at Long Meadow Ranch,3560.0,4.0,94515.0
936,936,936.0,1500 Whitehall Ln,Wineries,Saint Helena,38.47169,-122.44859,Castello di Amorosa,1.0,5.0,94574.0
937,937,937.0,210 Long Ranch Rd,Wineries,Saint Helena,38.46765900000001,-122.348671,Dana Estates,17.0,5.0,94574.0
938,938,938.0,1445 St Helena Hwy,Wineries,St Helena,38.479849,-122.442467,David Arthur Vineyards,307.0,4.5,94574.0
939,939,939.0,703 Oakville Cross Rd,Wineries,Oakville,38.449864,-122.373264,Del Dotto Estate Winery & Caves,128.0,5.0,94558.0
940,940,940.0,1500 Walnut Dr,Wineries,St. Helena,38.48521041870121,-122.44361114502001,B Cellars Vineyards & Winery,3.0,4.5,94574.0
941,941,941.0,1000 Lodi Ln,Wineries,Saint Helena,38.529032,-122.49071399999998,Detert Family Vineyard,530.0,4.0,94574.0
942,942,942.0,105 Zinfandel Ln,Wineries,Saint Helena,38.48859,-122.42896,Duckhorn Vineyards,1.0,4.0,94574.0
943,943,943.0,254 S Saint Helena Hwy,Wine Tasting Room,St. Helena,38.491077,-122.452144,The Ranch Winery,140.0,4.0,94575.0
944,944,944.0,680 Rossi Rd,Wineries,St. Helena,38.51371,-122.41118,Louis M Martini Winery,22.0,5.0,94574.0
945,945,945.0,3530 Silverado Trl N,Wineries,Saint Helena,38.54886,-122.4909,Eagles Trace,101.0,4.5,94574.0
946,946,946.0,3530 Silverado Trl N,Wineries,Saint Helena,38.54886,-122.4909,Failla,101.0,4.5,94574.0
947,947,947.0,3315 Saint Helena Hwy N,Wineries,Saint Helena,38.5394322127104,-122.50823847949499,Failla,6.0,5.0,94574.0
948,948,948.0,2920 Spring Mountain Rd,Wineries,St. Helena,38.510821763565296,-122.49551033971201,El Molino Winery,19.0,4.5,94574.0
949,949,949.0,424 Crystal Springs Rd,Wine Tasting Room,Saint Helena,38.552845,-122.480093,Fantesca Estate & Winery,3.0,3.5,94574.0
950,950,950.0,825 Fulton Ln,Wineries,St Helena,38.5112895816884,-122.468590736389,Merus Wines,40.0,4.5,94574.0
951,951,951.0,1138 Main St,Mexican,Saint Helena,38.50376,-122.46741000000002,David Fulton Winery,137.0,4.0,94574.0
952,952,952.0,1000 Lodi Ln,Wineries,Saint Helena,38.529032,-122.49071399999998,Villa Corona,530.0,4.0,94574.0
953,953,953.0,2505 Geysers Rd,Wineries,Geyserville,38.703409,-122.824808,Duckhorn Vineyards,4.0,4.0,95441.0
954,954,954.0,3208 Chiles Pope Valley Rd,Wineries,Saint Helena,38.5301685333252,-122.34224125742901,Skipstone Ranch,3.0,5.0,94574.0
955,955,955.0,401 St Helena Hwy S,Wineries,Saint Helena,38.489031,-122.451972,Green & Red Vineyard,552.0,4.0,94574.0
956,956,956.0,1100 Larkmead Ln,Wineries,Calistoga,38.55782,-122.52507,HALL Wines,77.0,4.5,94515.0
957,957,957.0,3022 St Helena Hwy N,Wineries,Saint Helena,38.5257,-122.49651,Larkmead Vineyards,140.0,4.0,94574.0
958,958,958.0,945 Main St,Wineries,Saint Helena,38.50155,-122.46623999999998,Freemark Abbey Winery,3.0,3.5,94574.0
959,959,959.0,1620 S Whitehall Ln,Wineries,Saint Helena,38.46275,-122.44415,Joel Gott Wines,114.0,5.0,94574.0
960,960,960.0,360 Zinfandel Ln,Wineries,Saint Helena,38.4898681640625,-122.436470031738,Tres Sabores Winery,51.0,4.0,94574.0
961,961,961.0,7377 St Helena Hwy,Wine Tasting Room,Yountville,38.416095,-122.386688,Kelham Vineyards and Winery,1.0,5.0,94599.0
962,962,962.0,2470 Sage Canyon Rd,Wine Tasting Room,Saint Helena,38.499157,-122.325326,Kelleher Family Vineyard,120.0,4.5,94574.0
963,963,963.0,,Wineries,Rutherford,38.46024,-122.42023,Kuleto Estate,2.0,5.0,94573.0
964,964,964.0,1111 White Ln,Wineries,Saint Helena,38.48901,-122.44811,Lail Vineyards,3514.0,4.0,94574.0
965,965,965.0,1563 St Helena Hwy S,Wineries,St. Helena,38.4781473,-122.4375747,V. Sattui Winery,235.0,4.0,94574.0
966,966,966.0,4078 Spring Mountain Rd,Wineries,St. Helena,38.532339,-122.557484,Whitehall Lane Winery,27.0,4.5,94574.0
967,967,967.0,738 Main St,American (Traditional),Saint Helena,38.5012025558297,-122.463704122347,Behrens Family Winery,3009.0,4.5,94574.0
968,968,968.0,3600 White Sulphur Springs Rd,Wineries,Saint Helena,38.491279602050795,-122.51123046875,Farmstead at Long Meadow Ranch,4.0,5.0,94574.0
969,969,969.0,3805 Dexter Ln,Skilled Nursing,Clearlake,38.9574203491211,-122.628120422363,Marston Family Vineyard,2.0,3.0,95422.0
970,970,970.0,2929 Hwy 29,Wineries,Saint Helena,38.4795,-122.43892,Meadowood Nursing Center,20.0,4.5,94574.0
971,971,971.0,1000 Main St,Wineries,Saint Helena,38.50211,-122.46433,Vineyard 29,225.0,4.0,94574.0
972,972,972.0,200 Taplin Rd,Wineries,Saint Helena,38.507235,-122.4309231,Merryvale Vineyards,296.0,4.5,94574.0
973,973,973.0,264 N Fork Crystal Springs Rd,Wineries,Saint Helena,38.5623689,-122.493237,Joseph Phelps Vineyards,1.0,5.0,94574.0
974,974,974.0,3125 St Helena Hwy,Wineries,St. Helena,38.527991,-122.5026655,Midsummer Cellars,15.0,5.0,94574.0
975,975,975.0,3222 Ehlers Ln,Wineries,St. Helena,38.53201,-122.49829,Modus Operandi Cellars,104.0,4.5,94581.0
976,976,976.0,200 Taplin Rd,Wineries,Saint Helena,38.507235,-122.4309231,Ehlers Estate Winery,296.0,4.5,94574.0
977,977,977.0,2950 Sage Canyon Rd Hwy 128,Wineries,Saint Helena,38.4986087399645,-122.29336738586399,Joseph Phelps Vineyards,49.0,4.5,94574.0
978,978,978.0,4022 Spring Mountain Rd,Wineries,Saint Helena,38.532238,-122.548971,Nichelini Family Winery,34.0,4.5,94574.0
979,979,979.0,1122 Main St,Steakhouses,Napa,38.3003,-122.28603,Smith-Madrone Vineyards,935.0,4.0,94559.0
980,980,980.0,1111 Dunaweal Ln,Wineries,Calistoga,38.567015815702,-122.549612756667,Cole's Chop House,1359.0,4.0,94515.0
981,981,981.0,3522 Silverado Trl N,Wineries,St. Helena,38.54616,-122.49248,Sterling Vineyards,417.0,4.0,94574.0
982,982,982.0,3660 Spring Mountain Rd,Wineries,St Helena,38.524496,-122.537621,Rombauer Vineyards,67.0,4.5,94574.0
983,983,983.0,1245 Spring St,American (New),Saint Helena,38.50311,-122.46833,Keenan Winery,879.0,4.0,94574.0
984,984,984.0,849 Zinfandel Ln,Wineries,Saint Helena,38.486071,-122.4378119,Goose & Gander,336.0,4.0,94574.0
985,985,985.0,2930 St Helena Hwy N,Wineries,Saint Helena,38.521538,-122.4938832,Raymond Vineyards,16.0,4.0,94574.0
986,986,986.0,200 Taplin Rd,Wineries,Saint Helena,38.507235,-122.4309231,Revana Family Vineyard,296.0,4.5,94574.0
987,987,987.0,435 W Dry Creek Rd,Wineries,Healdsburg,38.609826,-122.896376,Joseph Phelps Vineyards,3.0,5.0,95448.0
988,988,988.0,1501 Big Rock Rd,Visitor Centers,Saint Helena,38.5187225341797,-122.447006225586,Flanagan Vineyard,3.0,4.0,94574.0
989,989,989.0,975 Deer Park Rd,Wineries,St. Helena,38.55126,-122.4709,Forman Vineyard Visitor Center,55.0,4.5,94574.0
990,990,990.0,1620 S Whitehall Ln,Wineries,Saint Helena,38.46275,-122.44415,Bremer Family Winery,114.0,5.0,94574.0
991,991,991.0,3522 Silverado Trl N,Wineries,St. Helena,38.54616,-122.49248,Tres Sabores Winery,417.0,4.0,94574.0
992,992,992.0,1680 Silverado Trl S,Wineries,Saint Helena,38.4885429,-122.4071289,Rombauer Vineyards,201.0,4.0,94574.0
993,993,993.0,3468 Silverado Trl N,Wineries,St. Helena,38.5445008,-122.4892503,Rutherford Ranch Winery,36.0,5.0,94574.0
994,994,994.0,2910 Lower Chiles Valley Rd,Wineries,St. Helena,38.528473,-122.318077,Chateau Boswell,10.0,4.5,94574.0
995,995,995.0,3291 St Helena Hwy N,Wineries,Saint Helena,38.536767,-122.509253,RustRidge Ranch & Winery,1.0,5.0,94574.0
996,996,996.0,1111 White Ln,Wineries,Saint Helena,38.48901,-122.44811,Sabina Vineyards,3514.0,4.0,94574.0
997,997,997.0,,Wineries,Saint Helena,38.50611,-122.47168,V. Sattui Winery,1.0,5.0,94574.0
998,998,998.0,4015 Spring Mountain Rd,Wineries,Saint Helena,38.52700896104739,-122.54632115364099,Andrew Lane Wines,74.0,4.5,94574.0
999,999,999.0,738 Main St,American (Traditional),Saint Helena,38.5012025558297,-122.463704122347,Schweiger Vineyards & Winery,3009.0,4.5,94574.0
1000,1000,1000.0,2505 Geysers Rd,Wineries,Geyserville,38.703409,-122.824808,Farmstead at Long Meadow Ranch,4.0,4.0,95441.0
1001,1001,1001.0,2805 Spring Mountain Rd,Wineries,Saint Helena,38.50551223754879,-122.48893737792999,Skipstone Ranch,71.0,4.5,94574.0
1002,1002,1002.0,8711 Silverado Trl,Wineries,St. Helena,38.485002700620605,-122.401888866898,Spring Mountain Vineyard,134.0,4.5,94574.0
1003,1003,1003.0,4028 Spring Mountain Rd,Wineries,St. Helena,38.5244766,-122.5507899,Conn Creek Winery,9.0,5.0,94574.0
1004,1004,1004.0,24737 Arnold Drive,Wine Tasting Room,Sonoma,38.21401681707479,-122.457671481384,Vineyard 7 & 8,864.0,4.5,95476.0
1005,1005,1005.0,610 1st St,Ice Cream & Frozen Yogurt,Napa,38.30143,-122.2814,Cline Cellars,446.0,4.0,94559.0
1006,1006,1006.0,2252 Sulphir Springs Ave,Wineries,Saint Helena,38.4876861572266,-122.469711303711,Three Twins Ice Cream,34.0,5.0,94574.0
1007,1007,1007.0,540 University St,Playgrounds,Healdsburg,38.6158374443242,-122.86145020554702,Chase Cellars,8.0,5.0,95448.0
1008,1008,1008.0,3244 Ehlers Ln,Wineries,St. Helena,38.535542,-122.493347,Giorgi Park,19.0,5.0,94574.0
1009,1009,1009.0,2825 Saint Helena Hwy N,Wineries,St. Helena,38.516924,-122.490012,Allora Vineyards,8.0,5.0,94574.0
1010,1010,1010.0,3199 St Helena Hwy,Wineries,Saint Helena,38.530314,-122.504704,Morlet Family Vineyards,25.0,5.0,94574.0
1011,1011,1011.0,8600 Conn Creek Rd,Wineries,Rutherford,38.464284,-122.395302,Axr Napa Valley,2.0,5.0,94573.0
1012,1012,1012.0,8600 Conn Creek Rd,Wineries,Rutherford,38.464284,-122.395302,Beckstoffer Vineyards,2.0,5.0,94573.0
